"","B_COUNTRY_ALPHA","Q46","Q49","Q274"
"57254","THA",1,6,3
"57255","THA",2,8,2
"57256","THA",2,7,2
"57257","THA",1,10,2
"57258","THA",2,5,NA
"57259","THA",2,7,1
"57260","THA",3,7,2
"57261","THA",1,9,2
"57262","THA",2,9,0
"57263","THA",2,8,2
"57264","THA",2,8,1
"57265","THA",2,5,0
"57266","THA",1,5,0
"57267","THA",2,10,3
"57268","THA",2,9,0
"57269","THA",1,7,0
"57270","THA",3,10,0
"57271","THA",1,6,2
"57272","THA",1,10,2
"57273","THA",NA,9,1
"57274","THA",2,4,2
"57275","THA",2,5,2
"57276","THA",2,6,2
"57277","THA",3,5,2
"57278","THA",1,5,2
"57279","THA",2,5,0
"57280","THA",1,4,0
"57281","THA",1,5,2
"57282","THA",1,5,3
"57283","THA",1,5,3
"57284","THA",1,7,0
"57285","THA",2,5,3
"57286","THA",1,5,2
"57287","THA",1,7,0
"57288","THA",1,7,0
"57289","THA",1,5,2
"57290","THA",1,10,1
"57291","THA",2,8,2
"57292","THA",2,9,2
"57293","THA",1,5,2
"57294","THA",1,10,1
"57295","THA",2,5,1
"57296","THA",1,3,3
"57297","THA",2,5,0
"57298","THA",2,10,1
"57299","THA",1,6,0
"57300","THA",3,6,1
"57301","THA",1,9,1
"57302","THA",2,10,2
"57303","THA",1,6,1
"57304","THA",2,10,1
"57305","THA",1,8,1
"57306","THA",2,10,3
"57307","THA",1,9,2
"57308","THA",1,10,2
"57309","THA",1,5,2
"57310","THA",1,10,2
"57311","THA",3,10,4
"57312","THA",1,10,3
"57313","THA",2,5,NA
"57314","THA",1,10,5
"57315","THA",2,10,4
"57316","THA",1,10,2
"57317","THA",2,5,2
"57318","THA",2,7,1
"57319","THA",2,10,2
"57320","THA",1,10,2
"57321","THA",1,7,0
"57322","THA",2,5,2
"57323","THA",2,7,1
"57324","THA",2,5,2
"57325","THA",2,10,2
"57326","THA",2,7,2
"57327","THA",1,7,1
"57328","THA",2,4,2
"57329","THA",1,6,2
"57330","THA",2,4,NA
"57331","THA",1,5,NA
"57332","THA",2,10,2
"57333","THA",1,5,1
"57334","THA",1,7,1
"57335","THA",2,8,1
"57336","THA",2,6,0
"57337","THA",2,7,3
"57338","THA",2,8,0
"57339","THA",1,9,2
"57340","THA",2,7,1
"57341","THA",2,8,1
"57342","THA",2,7,2
"57343","THA",2,8,1
"57344","THA",1,7,2
"57345","THA",1,6,3
"57346","THA",2,7,0
"57347","THA",2,7,2
"57348","THA",3,7,0
"57349","THA",1,7,1
"57350","THA",2,6,2
"57351","THA",1,4,1
"57352","THA",1,7,0
"57353","THA",3,5,2
"57354","THA",2,9,1
"57355","THA",2,6,1
"57356","THA",2,7,1
"57357","THA",1,2,2
"57358","THA",1,7,0
"57359","THA",2,9,0
"57360","THA",1,8,1
"57361","THA",2,7,2
"57362","THA",2,8,1
"57363","THA",1,9,0
"57364","THA",2,5,0
"57365","THA",3,9,1
"57366","THA",1,5,2
"57367","THA",2,9,0
"57368","THA",2,8,0
"57369","THA",1,10,1
"57370","THA",3,9,1
"57371","THA",1,8,NA
"57372","THA",2,8,2
"57373","THA",2,9,1
"57374","THA",2,10,5
"57375","THA",2,7,1
"57376","THA",3,7,4
"57377","THA",2,5,3
"57378","THA",2,5,1
"57379","THA",1,5,2
"57380","THA",1,5,1
"57381","THA",1,7,3
"57382","THA",2,6,1
"57383","THA",1,10,2
"57384","THA",1,5,4
"57385","THA",1,1,4
"57386","THA",1,5,0
"57387","THA",2,10,0
"57388","THA",2,10,1
"57389","THA",3,1,3
"57390","THA",1,10,4
"57391","THA",1,10,0
"57392","THA",3,2,3
"57393","THA",2,1,NA
"57394","THA",2,8,NA
"57395","THA",1,9,NA
"57396","THA",1,10,NA
"57397","THA",2,5,0
"57398","THA",2,9,NA
"57399","THA",1,9,NA
"57400","THA",2,7,NA
"57401","THA",2,5,NA
"57402","THA",2,5,NA
"57403","THA",2,6,0
"57404","THA",1,5,NA
"57405","THA",2,10,NA
"57406","THA",1,10,NA
"57407","THA",1,10,NA
"57408","THA",4,10,NA
"57409","THA",1,7,NA
"57410","THA",1,10,NA
"57411","THA",1,5,NA
"57412","THA",2,10,NA
"57413","THA",2,9,NA
"57414","THA",1,2,NA
"57415","THA",2,6,NA
"57416","THA",2,10,NA
"57417","THA",2,5,0
"57418","THA",1,7,NA
"57419","THA",2,5,NA
"57420","THA",1,10,NA
"57421","THA",2,10,NA
"57422","THA",2,6,NA
"57423","THA",1,7,NA
"57424","THA",1,10,NA
"57425","THA",1,10,NA
"57426","THA",2,5,NA
"57427","THA",1,5,NA
"57428","THA",1,7,0
"57429","THA",1,7,2
"57430","THA",1,5,2
"57431","THA",1,2,1
"57432","THA",2,4,2
"57433","THA",2,7,2
"57434","THA",2,7,1
"57435","THA",1,5,2
"57436","THA",1,3,1
"57437","THA",2,7,2
"57438","THA",2,6,2
"57439","THA",2,7,2
"57440","THA",2,6,2
"57441","THA",2,7,3
"57442","THA",2,7,2
"57443","THA",2,7,2
"57444","THA",2,7,2
"57445","THA",2,7,2
"57446","THA",2,7,3
"57447","THA",2,7,2
"57448","THA",1,8,2
"57449","THA",1,7,1
"57450","THA",1,7,2
"57451","THA",2,7,3
"57452","THA",1,7,2
"57453","THA",1,7,3
"57454","THA",1,6,2
"57455","THA",1,8,2
"57456","THA",1,7,2
"57457","THA",1,9,2
"57458","THA",1,4,2
"57459","THA",1,7,2
"57460","THA",1,4,2
"57461","THA",1,6,2
"57462","THA",2,7,2
"57463","THA",2,8,2
"57464","THA",2,8,3
"57465","THA",2,7,2
"57466","THA",1,8,2
"57467","THA",2,8,2
"57468","THA",2,8,1
"57469","THA",2,8,4
"57470","THA",1,8,2
"57471","THA",2,8,3
"57472","THA",2,7,4
"57473","THA",2,8,1
"57474","THA",2,7,3
"57475","THA",2,7,4
"57476","THA",2,8,2
"57477","THA",2,4,2
"57478","THA",2,6,3
"57479","THA",2,8,4
"57480","THA",2,8,2
"57481","THA",2,7,2
"57482","THA",2,8,0
"57483","THA",2,8,0
"57484","THA",2,8,5
"57485","THA",2,9,5
"57486","THA",2,7,3
"57487","THA",1,5,0
"57488","THA",2,4,1
"57489","THA",1,4,3
"57490","THA",2,5,0
"57491","THA",2,8,3
"57492","THA",2,5,2
"57493","THA",1,5,0
"57494","THA",2,9,1
"57495","THA",1,5,2
"57496","THA",2,8,0
"57497","THA",2,5,2
"57498","THA",2,8,3
"57499","THA",2,7,2
"57500","THA",1,8,2
"57501","THA",1,6,1
"57502","THA",1,5,2
"57503","THA",2,9,2
"57504","THA",1,6,3
"57505","THA",1,6,1
"57506","THA",2,7,0
"57507","THA",2,8,2
"57508","THA",2,6,1
"57509","THA",1,6,0
"57510","THA",2,8,2
"57511","THA",1,9,1
"57512","THA",2,4,2
"57513","THA",2,8,2
"57514","THA",1,5,1
"57515","THA",1,5,2
"57516","THA",2,7,0
"57517","THA",2,8,2
"57518","THA",1,6,3
"57519","THA",1,6,2
"57520","THA",2,4,0
"57521","THA",2,8,0
"57522","THA",1,4,1
"57523","THA",1,8,3
"57524","THA",2,5,4
"57525","THA",3,7,4
"57526","THA",3,4,2
"57527","THA",2,2,0
"57528","THA",2,6,0
"57529","THA",3,5,1
"57530","THA",2,3,2
"57531","THA",2,5,0
"57532","THA",1,6,5
"57533","THA",2,4,1
"57534","THA",1,3,4
"57535","THA",2,3,6
"57536","THA",2,6,3
"57537","THA",2,3,2
"57538","THA",2,6,6
"57539","THA",2,5,0
"57540","THA",2,4,4
"57541","THA",2,3,3
"57542","THA",1,4,2
"57543","THA",1,5,4
"57544","THA",1,5,2
"57545","THA",2,4,3
"57546","THA",2,3,0
"57547","THA",2,6,3
"57548","THA",3,5,3
"57549","THA",3,3,4
"57550","THA",2,6,2
"57551","THA",3,7,3
"57552","THA",2,4,2
"57553","THA",1,8,0
"57554","THA",2,5,3
"57555","THA",3,5,4
"57556","THA",3,7,6
"57557","THA",2,8,3
"57558","THA",1,4,2
"57559","THA",1,3,3
"57560","THA",2,8,4
"57561","THA",2,4,3
"57562","THA",1,3,5
"57563","THA",1,8,NA
"57564","THA",1,4,3
"57565","THA",2,7,0
"57566","THA",1,6,0
"57567","THA",2,7,0
"57568","THA",2,8,2
"57569","THA",1,6,2
"57570","THA",2,6,0
"57571","THA",2,7,2
"57572","THA",2,7,3
"57573","THA",2,5,0
"57574","THA",2,6,0
"57575","THA",2,6,0
"57576","THA",2,5,0
"57577","THA",2,9,0
"57578","THA",2,5,1
"57579","THA",2,9,2
"57580","THA",1,8,0
"57581","THA",2,6,2
"57582","THA",1,9,2
"57583","THA",2,10,2
"57584","THA",2,6,0
"57585","THA",1,8,2
"57586","THA",1,8,2
"57587","THA",2,7,0
"57588","THA",2,8,0
"57589","THA",1,8,1
"57590","THA",2,7,1
"57591","THA",2,4,NA
"57592","THA",1,7,1
"57593","THA",1,3,2
"57594","THA",1,2,2
"57595","THA",1,7,1
"57596","THA",3,5,2
"57597","THA",1,5,4
"57598","THA",1,1,3
"57599","THA",1,8,2
"57600","THA",1,3,2
"57601","THA",1,8,1
"57602","THA",1,1,1
"57603","THA",1,6,NA
"57604","THA",1,5,NA
"57605","THA",1,7,2
"57606","THA",3,4,0
"57607","THA",1,4,4
"57608","THA",2,5,4
"57609","THA",3,10,2
"57610","THA",1,5,3
"57611","THA",1,6,4
"57612","THA",1,4,NA
"57613","THA",1,4,3
"57614","THA",1,2,3
"57615","THA",2,5,2
"57616","THA",1,8,2
"57617","THA",1,9,1
"57618","THA",3,5,3
"57619","THA",1,6,2
"57620","THA",2,4,3
"57621","THA",1,4,4
"57622","THA",3,4,3
"57623","THA",2,10,1
"57624","THA",3,3,0
"57625","THA",3,7,4
"57626","THA",2,10,2
"57627","THA",2,6,2
"57628","THA",1,7,2
"57629","THA",3,5,3
"57630","THA",2,5,2
"57631","THA",1,8,1
"57632","THA",1,1,2
"57633","THA",3,7,2
"57634","THA",3,6,3
"57635","THA",2,6,2
"57636","THA",3,7,2
"57637","THA",3,9,1
"57638","THA",2,6,3
"57639","THA",1,4,1
"57640","THA",1,4,1
"57641","THA",2,4,3
"57642","THA",1,4,1
"57643","THA",1,6,3
"57644","THA",1,1,2
"57645","THA",3,2,2
"57646","THA",1,7,1
"57647","THA",1,7,2
"57648","THA",1,4,0
"57649","THA",1,4,2
"57650","THA",3,4,3
"57651","THA",2,4,1
"57652","THA",2,7,2
"57653","THA",2,9,1
"57654","THA",1,6,2
"57655","THA",2,8,1
"57656","THA",2,7,2
"57657","THA",1,10,1
"57658","THA",2,9,2
"57659","THA",2,2,4
"57660","THA",2,7,2
"57661","THA",1,6,5
"57662","THA",2,6,3
"57663","THA",1,7,6
"57664","THA",2,3,2
"57665","THA",2,9,3
"57666","THA",1,7,4
"57667","THA",2,5,7
"57668","THA",1,8,NA
"57669","THA",1,9,4
"57670","THA",2,10,3
"57671","THA",1,8,2
"57672","THA",2,8,2
"57673","THA",2,5,1
"57674","THA",2,8,0
"57675","THA",1,4,1
"57676","THA",2,4,3
"57677","THA",2,4,1
"57678","THA",2,6,3
"57679","THA",2,7,2
"57680","THA",2,4,2
"57681","THA",3,8,2
"57682","THA",2,6,2
"57683","THA",2,4,1
"57684","THA",2,5,0
"57685","THA",2,4,0
"57686","THA",2,6,2
"57687","THA",3,7,2
"57688","THA",2,7,3
"57689","THA",1,5,2
"57690","THA",2,2,0
"57691","THA",1,6,3
"57692","THA",1,10,1
"57693","THA",2,6,4
"57694","THA",2,6,3
"57695","THA",2,3,3
"57696","THA",2,5,2
"57697","THA",2,7,2
"57698","THA",2,9,2
"57699","THA",1,8,2
"57700","THA",1,7,2
"57701","THA",1,10,2
"57702","THA",2,6,1
"57703","THA",2,4,2
"57704","THA",2,6,2
"57705","THA",1,7,3
"57706","THA",1,6,2
"57707","THA",1,7,NA
"57708","THA",1,8,3
"57709","THA",1,5,3
"57710","THA",1,4,4
"57711","THA",1,5,1
"57712","THA",1,6,3
"57713","THA",1,9,4
"57714","THA",1,4,1
"57715","THA",2,5,4
"57716","THA",1,6,3
"57717","THA",3,4,3
"57718","THA",2,4,1
"57719","THA",3,4,1
"57720","THA",3,9,2
"57721","THA",3,3,0
"57722","THA",1,5,1
"57723","THA",3,5,2
"57724","THA",3,4,0
"57725","THA",3,4,3
"57726","THA",2,6,2
"57727","THA",1,4,6
"57728","THA",1,6,2
"57729","THA",1,3,5
"57730","THA",3,5,3
"57731","THA",3,5,3
"57732","THA",1,1,6
"57733","THA",3,8,3
"57734","THA",3,6,3
"57735","THA",3,7,3
"57736","THA",3,1,4
"57737","THA",1,7,2
"57738","THA",2,7,2
"57739","THA",2,7,5
"57740","THA",2,6,0
"57741","THA",2,7,3
"57742","THA",1,8,2
"57743","THA",2,7,5
"57744","THA",2,6,3
"57745","THA",2,5,4
"57746","THA",2,7,2
"57747","THA",2,7,0
"57748","THA",2,6,1
"57749","THA",2,8,1
"57750","THA",2,7,1
"57751","THA",2,9,3
"57752","THA",3,9,1
"57753","THA",2,7,0
"57754","THA",1,7,3
"57755","THA",3,5,1
"57756","THA",3,10,2
"57757","THA",2,8,0
"57758","THA",2,9,3
"57759","THA",1,7,0
"57760","THA",2,8,0
"57761","THA",2,9,0
"57762","THA",2,7,2
"57763","THA",1,8,3
"57764","THA",2,9,2
"57765","THA",2,10,1
"57766","THA",1,8,0
"57767","THA",2,8,1
"57768","THA",2,10,0
"57769","THA",2,9,3
"57770","THA",2,8,2
"57771","THA",2,7,2
"57772","THA",1,9,0
"57773","THA",1,8,3
"57774","THA",2,9,3
"57775","THA",4,8,2
"57776","THA",2,9,2
"57777","THA",2,7,0
"57778","THA",2,8,2
"57779","THA",2,7,0
"57780","THA",2,9,2
"57781","THA",2,8,2
"57782","THA",2,6,1
"57783","THA",2,7,4
"57784","THA",2,5,2
"57785","THA",2,9,3
"57786","THA",2,4,3
"57787","THA",1,8,4
"57788","THA",2,5,2
"57789","THA",3,7,2
"57790","THA",2,5,4
"57791","THA",3,6,1
"57792","THA",2,6,2
"57793","THA",2,5,0
"57794","THA",2,6,1
"57795","THA",3,8,4
"57796","THA",3,7,2
"57797","THA",NA,7,2
"57798","THA",2,4,0
"57799","THA",2,7,3
"57800","THA",3,4,2
"57801","THA",1,4,2
"57802","THA",1,2,4
"57803","THA",3,5,2
"57804","THA",1,6,NA
"57805","THA",1,5,NA
"57806","THA",1,4,2
"57807","THA",3,3,3
"57808","THA",3,6,NA
"57809","THA",1,5,NA
"57810","THA",1,4,2
"57811","THA",3,4,NA
"57812","THA",1,7,1
"57813","THA",1,5,NA
"57814","THA",1,5,NA
"57815","THA",1,6,4
"57816","THA",2,4,NA
"57817","THA",2,3,NA
"57818","THA",2,8,4
"57819","THA",3,8,2
"57820","THA",1,8,3
"57821","THA",1,3,4
"57822","THA",3,2,3
"57823","THA",1,4,2
"57824","THA",1,3,NA
"57825","THA",2,5,3
"57826","THA",3,3,0
"57827","THA",3,4,2
"57828","THA",1,4,0
"57829","THA",3,3,2
"57830","THA",3,5,2
"57831","THA",3,4,0
"57832","THA",2,4,2
"57833","THA",3,6,1
"57834","THA",3,6,1
"57835","THA",1,5,1
"57836","THA",3,6,1
"57837","THA",3,3,1
"57838","THA",3,5,1
"57839","THA",3,6,1
"57840","THA",1,3,1
"57841","THA",1,5,3
"57842","THA",1,4,3
"57843","THA",3,2,0
"57844","THA",2,6,3
"57845","THA",3,6,3
"57846","THA",3,3,1
"57847","THA",1,4,3
"57848","THA",3,5,2
"57849","THA",3,5,1
"57850","THA",2,6,4
"57851","THA",2,6,3
"57852","THA",3,4,2
"57853","THA",3,3,2
"57854","THA",1,5,2
"57855","THA",3,6,2
"57856","THA",3,6,0
"57857","THA",3,4,0
"57858","THA",3,10,2
"57859","THA",3,8,2
"57860","THA",2,5,2
"57861","THA",3,6,1
"57862","THA",3,3,1
"57863","THA",1,3,2
"57864","THA",3,3,2
"57865","THA",3,6,0
"57866","THA",3,4,2
"57867","THA",3,7,3
"57868","THA",3,3,1
"57869","THA",3,4,2
"57870","THA",3,10,4
"57871","THA",3,7,4
"57872","THA",3,4,0
"57873","THA",4,7,2
"57874","THA",1,5,5
"57875","THA",2,5,2
"57876","THA",1,3,1
"57877","THA",2,6,1
"57878","THA",3,7,1
"57879","THA",1,7,1
"57880","THA",2,5,2
"57881","THA",2,7,2
"57882","THA",2,7,1
"57883","THA",2,7,1
"57884","THA",2,6,2
"57885","THA",2,4,2
"57886","THA",2,6,2
"57887","THA",2,6,2
"57888","THA",3,6,2
"57889","THA",3,10,2
"57890","THA",3,4,2
"57891","THA",1,6,2
"57892","THA",2,4,2
"57893","THA",3,5,1
"57894","THA",3,6,2
"57895","THA",3,6,2
"57896","THA",3,2,0
"57897","THA",3,6,0
"57898","THA",3,5,3
"57899","THA",2,4,3
"57900","THA",3,6,5
"57901","THA",3,6,2
"57902","THA",1,9,2
"57903","THA",1,6,3
"57904","THA",2,5,5
"57905","THA",2,5,1
"57906","THA",2,5,7
"57907","THA",2,9,6
"57908","THA",3,5,4
"57909","THA",3,5,3
"57910","THA",2,7,3
"57911","THA",3,5,2
"57912","THA",2,4,3
"57913","THA",2,5,4
"57914","THA",2,5,3
"57915","THA",1,8,3
"57916","THA",2,8,1
"57917","THA",2,3,4
"57918","THA",2,4,3
"57919","THA",2,4,3
"57920","THA",2,4,3
"57921","THA",2,8,2
"57922","THA",1,3,3
"57923","THA",1,2,2
"57924","THA",2,6,0
"57925","THA",2,7,2
"57926","THA",2,7,1
"57927","THA",1,2,5
"57928","THA",2,7,2
"57929","THA",2,5,1
"57930","THA",1,5,4
"57931","THA",1,8,2
"57932","THA",1,9,3
"57933","THA",1,8,1
"57934","THA",1,9,1
"57935","THA",1,7,2
"57936","THA",2,8,3
"57937","THA",3,5,1
"57938","THA",2,6,3
"57939","THA",1,3,3
"57940","THA",2,3,2
"57941","THA",2,8,NA
"57942","THA",1,7,1
"57943","THA",1,7,1
"57944","THA",1,7,0
"57945","THA",1,9,1
"57946","THA",3,5,1
"57947","THA",1,2,3
"57948","THA",2,6,NA
"57949","THA",1,7,1
"57950","THA",2,8,1
"57951","THA",3,7,1
"57952","THA",3,4,2
"57953","THA",2,8,0
"57954","THA",2,7,1
"57955","THA",2,8,0
"57956","THA",2,8,5
"57957","THA",1,9,2
"57958","THA",1,8,4
"57959","THA",2,7,0
"57960","THA",2,10,6
"57961","THA",2,8,1
"57962","THA",1,10,3
"57963","THA",2,8,0
"57964","THA",1,8,0
"57965","THA",2,5,1
"57966","THA",2,5,2
"57967","THA",3,8,2
"57968","THA",2,8,2
"57969","THA",1,8,2
"57970","THA",2,8,2
"57971","THA",1,7,2
"57972","THA",2,1,1
"57973","THA",3,8,NA
"57974","THA",1,9,1
"57975","THA",1,7,1
"57976","THA",1,8,4
"57977","THA",1,9,2
"57978","THA",2,8,3
"57979","THA",2,7,2
"57980","THA",2,8,0
"57981","THA",2,7,2
"57982","THA",1,10,3
"57983","THA",2,10,0
"57984","THA",2,8,2
"57985","THA",1,10,0
"57986","THA",2,6,0
"57987","THA",2,10,2
"57988","THA",2,8,2
"57989","THA",2,9,0
"57990","THA",2,8,4
"57991","THA",3,6,1
"57992","THA",3,7,0
"57993","THA",1,9,2
"57994","THA",1,8,0
"57995","THA",2,8,3
"57996","THA",2,10,3
"57997","THA",1,8,NA
"57998","THA",2,5,2
"57999","THA",1,8,0
"58000","THA",2,8,1
"58001","THA",2,7,0
"58002","THA",2,6,2
"58003","THA",1,9,0
"58004","THA",2,10,1
"58005","THA",1,9,1
"58006","THA",2,8,1
"58007","THA",2,5,2
"58008","THA",2,7,2
"58009","THA",2,10,NA
"58010","THA",1,5,0
"58011","THA",2,8,1
"58012","THA",2,3,1
"58013","THA",1,5,1
"58014","THA",2,7,1
"58015","THA",2,5,4
"58016","THA",2,7,1
"58017","THA",1,9,2
"58018","THA",1,9,2
"58019","THA",2,5,3
"58020","THA",2,10,3
"58021","THA",1,7,1
"58022","THA",2,7,2
"58023","THA",2,5,3
"58024","THA",2,7,3
"58025","THA",1,7,NA
"58026","THA",2,6,NA
"58027","THA",1,9,2
"58028","THA",1,9,2
"58029","THA",2,7,NA
"58030","THA",1,10,1
"58031","THA",1,7,NA
"58032","THA",1,5,3
"58033","THA",2,4,NA
"58034","THA",2,9,3
"58035","THA",2,10,2
"58036","THA",2,10,1
"58037","THA",1,4,1
"58038","THA",2,10,0
"58039","THA",2,10,NA
"58040","THA",2,10,1
"58041","THA",2,5,1
"58042","THA",2,5,2
"58043","THA",2,3,NA
"58044","THA",1,6,NA
"58045","THA",2,4,NA
"58046","THA",2,5,NA
"58047","THA",1,5,NA
"58048","THA",1,5,NA
"58049","THA",2,5,NA
"58050","THA",3,7,NA
"58051","THA",1,6,NA
"58052","THA",1,6,3
"58053","THA",2,5,NA
"58054","THA",2,6,NA
"58055","THA",2,4,NA
"58056","THA",1,7,NA
"58057","THA",1,9,0
"58058","THA",3,7,2
"58059","THA",1,10,0
"58060","THA",2,9,3
"58061","THA",2,10,2
"58062","THA",3,3,1
"58063","THA",2,6,1
"58064","THA",2,7,NA
"58065","THA",2,8,2
"58066","THA",1,8,2
"58067","THA",1,6,1
"58068","THA",1,10,2
"58069","THA",2,8,0
"58070","THA",2,3,NA
"58071","THA",2,7,NA
"58072","THA",2,9,0
"58073","THA",1,10,0
"58074","THA",1,10,4
"58075","THA",2,8,NA
"58076","THA",1,10,NA
"58077","THA",2,8,2
"58078","THA",2,8,2
"58079","THA",2,7,0
"58080","THA",2,2,0
"58081","THA",3,10,1
"58082","THA",2,5,1
"58083","THA",2,8,3
"58084","THA",1,10,NA
"58085","THA",2,8,4
"58086","THA",2,10,NA
"58087","THA",2,8,2
"58088","THA",1,8,1
"58089","THA",2,4,1
"58090","THA",1,7,3
"58091","THA",2,NA,NA
"58092","THA",2,6,NA
"58093","THA",1,10,3
"58094","THA",2,7,0
"58095","THA",1,8,1
"58096","THA",3,10,4
"58097","THA",2,10,2
"58098","THA",2,8,1
"58099","THA",3,7,1
"58100","THA",1,10,3
"58101","THA",2,10,1
"58102","THA",1,10,1
"58103","THA",1,7,3
"58104","THA",1,8,2
"58105","THA",3,9,2
"58106","THA",4,6,0
"58107","THA",4,2,3
"58108","THA",2,8,0
"58109","THA",1,10,2
"58110","THA",3,9,2
"58111","THA",2,8,NA
"58112","THA",1,10,1
"58113","THA",3,5,NA
"58114","THA",2,6,2
"58115","THA",2,5,1
"58116","THA",1,10,1
"58117","THA",3,4,0
"58118","THA",1,8,NA
"58119","THA",1,7,3
"58120","THA",2,8,0
"58121","THA",2,7,2
"58122","THA",1,10,2
"58123","THA",2,7,3
"58124","THA",1,9,0
"58125","THA",1,7,1
"58126","THA",2,7,1
"58127","THA",1,8,1
"58128","THA",2,5,3
"58129","THA",2,10,NA
"58130","THA",3,6,2
"58131","THA",2,7,3
"58132","THA",2,7,3
"58133","THA",2,8,2
"58134","THA",2,3,NA
"58135","THA",2,5,1
"58136","THA",2,7,1
"58137","THA",2,6,0
"58138","THA",2,6,1
"58139","THA",2,8,0
"58140","THA",2,10,2
"58141","THA",2,10,1
"58142","THA",2,7,2
"58143","THA",2,5,2
"58144","THA",1,7,3
"58145","THA",2,8,NA
"58146","THA",2,5,1
"58147","THA",2,5,NA
"58148","THA",2,4,4
"58149","THA",2,2,2
"58150","THA",3,5,2
"58151","THA",2,8,3
"58152","THA",2,8,1
"58153","THA",1,10,2
"58154","THA",1,8,2
"58155","THA",2,8,4
"58156","THA",2,9,3
"58157","THA",NA,5,1
"58158","THA",1,10,3
"58159","THA",1,NA,2
"58160","THA",2,5,2
"58161","THA",1,9,4
"58162","THA",2,8,2
"58163","THA",1,9,2
"58164","THA",1,5,1
"58165","THA",2,9,1
"58166","THA",1,10,1
"58167","THA",3,8,2
"58168","THA",1,10,1
"58169","THA",2,8,2
"58170","THA",2,8,3
"58171","THA",2,5,3
"58172","THA",1,9,NA
"58173","THA",1,7,NA
"58174","THA",2,10,NA
"58175","THA",1,8,NA
"58176","THA",2,9,NA
"58177","THA",1,6,1
"58178","THA",1,1,NA
"58179","THA",2,7,1
"58180","THA",2,6,NA
"58181","THA",1,8,1
"58182","THA",2,8,1
"58183","THA",1,3,0
"58184","THA",1,10,2
"58185","THA",1,10,2
"58186","THA",2,7,2
"58187","THA",1,NA,NA
"58188","THA",2,8,NA
"58189","THA",2,NA,1
"58190","THA",2,5,NA
"58191","THA",2,8,2
"58192","THA",2,8,4
"58193","THA",1,10,1
"58194","THA",1,8,3
"58195","THA",2,8,3
"58196","THA",1,7,1
"58197","THA",1,8,2
"58198","THA",1,8,2
"58199","THA",2,8,1
"58200","THA",1,2,NA
"58201","THA",2,7,NA
"58202","THA",1,5,NA
"58203","THA",1,8,2
"58204","THA",1,8,4
"58205","THA",1,8,2
"58206","THA",2,9,2
"58207","THA",1,8,4
"58208","THA",1,5,NA
"58209","THA",2,10,NA
"58210","THA",1,5,NA
"58211","THA",1,7,NA
"58212","THA",2,8,2
"58213","THA",1,10,0
"58214","THA",2,10,1
"58215","THA",1,5,3
"58216","THA",1,9,NA
"58217","THA",1,8,2
"58218","THA",2,7,1
"58219","THA",1,8,2
"58220","THA",3,1,3
"58221","THA",2,10,1
"58222","THA",1,7,1
"58223","THA",2,5,2
"58224","THA",1,10,2
"58225","THA",1,8,4
"58226","THA",1,10,0
"58227","THA",2,8,2
"58228","THA",1,5,NA
"58229","THA",2,3,3
"58230","THA",3,9,NA
"58231","THA",3,7,3
"58232","THA",NA,9,NA
"58233","THA",3,1,2
"58234","THA",1,8,0
"58235","THA",1,8,0
"58236","THA",1,8,2
"58237","THA",2,10,2
"58238","THA",1,10,NA
"58239","THA",2,8,NA
"58240","THA",1,9,2
"58241","THA",1,8,2
"58242","THA",1,5,1
"58243","THA",2,7,2
"58244","THA",1,8,1
"58245","THA",2,9,4
"58246","THA",1,10,2
"58247","THA",1,8,1
"58248","THA",1,7,0
"58249","THA",2,8,2
"58250","THA",2,10,0
"58251","THA",1,7,0
"58252","THA",2,8,5
"58253","THA",2,6,1
"58254","THA",2,8,0
"58255","THA",2,7,2
"58256","THA",2,7,2
"58257","THA",2,9,0
"58258","THA",2,7,1
"58259","THA",2,7,3
"58260","THA",1,7,2
"58261","THA",2,7,0
"58262","THA",3,8,NA
"58263","THA",2,NA,1
"58264","THA",2,4,0
"58265","THA",2,5,3
"58266","THA",1,7,0
"58267","THA",1,7,2
"58268","THA",1,10,3
"58269","THA",1,9,2
"58270","THA",1,9,0
"58271","THA",2,10,0
"58272","THA",1,8,3
"58273","THA",1,10,2
"58274","THA",3,7,2
"58275","THA",1,9,5
"58276","THA",1,9,2
"58277","THA",2,8,4
"58278","THA",2,8,1
"58279","THA",1,7,3
"58280","THA",2,7,NA
"58281","THA",2,6,0
"58282","THA",2,10,0
"58283","THA",2,8,3
"58284","THA",2,8,NA
"58285","THA",NA,10,3
"58286","THA",1,10,4
"58287","THA",1,10,4
"58288","THA",1,10,NA
"58289","THA",1,4,NA
"58290","THA",2,3,NA
"58291","THA",1,7,4
"58292","THA",3,5,NA
"58293","THA",3,2,3
"58294","THA",3,3,NA
"58295","THA",1,7,2
"58296","THA",2,8,3
"58297","THA",2,6,2
"58298","THA",2,7,0
"58299","THA",2,8,3
"58300","THA",2,8,2
"58301","THA",1,8,2
"58302","THA",2,7,NA
"58303","THA",2,8,2
"58304","THA",1,10,3
"58305","THA",3,1,1
"58306","THA",1,8,4
"58307","THA",2,8,NA
"58308","THA",1,4,NA
"58309","THA",2,1,3
"58310","THA",2,6,0
"58311","THA",1,8,0
"58312","THA",2,5,4
"58313","THA",2,5,3
"58314","THA",2,7,2
"58315","THA",1,8,0
"58316","THA",2,7,NA
